n,x,y
13132,416211,4597859
13133,416777,4596677
13134,416699,4596863
13135,416928,4594808
13136,417162,4594681
13137,416105.66512,4593381.01559
13138,412757,4579013
13139,412920,4582492
13140,412266,4584620
13141,412248,4584626
13142,412904,4582499
13143,412739,4579051
13144,413451,4586168
13145,411692,4587944
13146,411721,4587943
13147,412090,4593000
13148,412062,4593002
13149,411800,4589479
13150,411827,4589473
13151,411855,4594748
13152,411827,4594744
13153,415321,4599792
13154,413197.71114,4576984.7759
13155,413229.10206,4577125.3115
13156,412260,4578344
13157,413375,4578966
13158,411512,4578350
13159,413119,4578327
13160,413403.57743,4579850.44337
13161,413679,4581505
13162,412139,4578347
13163,413451.12575,4580206.62356
13164,412194,4580251
13165,412477,4580237
13166,412174,4579458
13167,413523,4582896
13168,413001,4583544
13169,412985,4584466
13170,413006,4585106
13171,413022.45235,4585656.69609
13172,412917,4586188
13173,413401,4585076
13174,413385,4584454
13175,412566,4586204
13176,413429,4585647
13177,413435,4583933
13178,412993,4584071
13179,412997,4584796
13180,413235,4586172
13181,413382,4584267
13182,413160,4584454
13183,413461,4586488
13184,412157.27899,4586190.0625
13185,413351,4588636
13186,411725.78992,4586906.38541
13187,412780.39965,4586876.77254
13188,412775.16037,4587471.92486
13189,412755,4588647
13190,413478,4587353
13191,412489,4586892
13192,411866.66471,4586572.01269
13193,412763.15111,4588245.8921
13194,413026,4588640
13195,413312,4589036
13196,413955,4591300
13197,412753,4589958
13198,413149,4591662
13199,411908.18104,4590017.86773
13200,411925.63989,4590425.63549
13201,412069.38168,4591224.201
13202,412517.85607,4591885.09381
13203,411785.41836,4587960.86725
13204,411819.94009,4588284.11615
13205,411850.05818,4589179.23795
13206,412993,4590989
13207,413612,4591468
13208,412758,4589568
13209,414966.38861,4592853.80203
13210,415609,4593260
13211,414544.18515,4593278.30008
13212,412507,4589963
13213,412799,4590272
13214,413660,4590838
13215,416297,4595361
13216,415216,4595065
13217,415753,4595425
13218,416019,4595641
13219,412828,4596451
13220,414610,4597042
13221,413523,4597253
13222,415126,4593147
13223,412889,4593260
13224,414097,4595945
13225,416831.65167,4594070.0092
13226,416979.62346,4594539.35719
13227,416718.36078,4593887.35653
13228,414924,4596196
13229,414589,4596299
13230,415858,4596171
13231,415255,4596413
13232,415533,4597004
13233,416049,4597004
13234,415440,4596185
13235,412836,4598255
13236,415648,4597892
13237,415319,4599147
13238,414302,4598064
13239,414694,4598602
13240,413649.10881,4598045.66042
13241,414385,4597310
13242,413482,4604066
13243,410305,4598972
13244,409623,4602106
13245,409620,4600491
13246,412478.12559,4605949.12387
13247,409581,4595913
13248,415923.01246,4593276.97293
13249,413230,4577093
13250,415987,4594287
13251,413261,4577170
13252,413392.47605,4592296.75752
13253,411188.25049,4597134.53557
13254,411221.63598,4597145.66407
13255,411636.5789,4587013.04247
13256,413449,4576710
13257,411675.16803,4587010.28907
13258,413192.96747,4576925.44345
13259,413183,4576814
13260,413581.52207,4577641.89812
13261,413314,4577089
13262,414540.24705,4602029.21581
13263,413344,4576899
13264,413424,4576708
13265,413038.86308,4604650.16627
13266,412872.80306,4605063.95547
13267,413517,4576504
13268,413875,4576810
13269,412851.80362,4605494.444
13270,412022.62824,4606329.31779
13271,410560.25909,4604249.84536
13272,410591.38659,4604238.52627
13273,410197.35148,4605561.20126
13274,410223.18756,4605561.20126
13280,413556,4576375
13283,410661,4603119
13284,410689,4603114
13285,414145,4593060
13286,414148,4592864
13287,413608.62589,4592847.32786
13288,414543,4593059
13289,415087,4593045
13290,412814,4594282
13291,413146.48683,4592380.84328
13292,412034.88365,4591721.5476
13293,412805.96835,4592240.69817
13294,412119.19725,4585131.55081
20001,423915,4513527
20002,424508,4513514
20003,424768,4513516
20004,424769,4513356
20005,424766,4512872
20006,424766,4512379
20007,424748,4511818
20008,424323,4511820
20009,424288,4510488
20010,425062,4495085
20011,424260,4508556
20012,424260,4508318
20013,424445,4501758
20014,424229,4505924
20015,424237,4504457
20016,424447,4503260
20017,424253.37853,4501376.05454
20018,424062,4498460
20019,424018,4496873
20020,424468,4495877
20021,425051,4493564
20022,425124,4491486
20023,426832,4508137
20024,426018,4488643
20025,426810,4486568
20026,427528,4486512
20027,428325,4485502
20028,428291,4484757
20029,427977,4484343
20030,427297,4483798
20031,424627,4482024
20032,426002,4508179
20033,425556,4508195
20034,424681,4508208
20035,424517,4486630
20036,417370,4513343
20037,421813,4495654
20038,420804,4495330
20039,419011,4494681
20040,417814,4494239
20041,416627,4493800
20042,423848,4513276
20043,424764,4512554
20044,423849,4513526
20045,419098,4513813
20046,422906,4513778
20047,421190.34154,4540085.89144
20048,423401.15172,4485422.99078
20049,420933,4479869
20050,417060,4514716
20051,416896,4513700
20052,418210,4513198
20053,420317,4513804
20054,421101,4513789
20055,422035,4513780
20056,423856,4513764
20057,424218,4488589
20058,424240,4488531
20059,423366,4513034
20060,424751,4512022
20061,424528,4486558
20062,425300,4512542
20063,426277,4512521
20064,427147,4512528
20065,427192,4512286
20066,428069,4512266
20067,426923,4512528
20068,428073,4512469
20069,428424,4512502
20070,429519,4512697
20071,429459,4513376
20072,423643,4512561
20073,423391.66596,4484836.23501
20074,423565,4515078
20075,423271.29609,4507232.17571
20076,424196.61701,4503496.42338
20077,423272.20654,4496340.89123
20078,428389.03125,4472025.67426
20079,424885.69612,4530211.76635
20080,423621.88444,4493610.39464
20081,420953,4479077
20082,421780.89543,4478149.86075
20083,421826.65625,4477256.30582
20084,427395.75,4471381.42153
20085,427432.125,4470718.94769
20086,433098,4467638.92819
20087,435281.46875,4464674.50125
20088,438356.28125,4459074.4322
20089,443008,4453017.0953
20090,443771.36414,4452975.46976
20091,445708.65625,4449318.25567
20092,445693.03392,4444493.53403
20093,445134.61489,4442918.15677
20094,442158.45147000003,4440093.2493
20095,435292.40625,4431700.1897
20096,434647.03146,4431521.57306
20097,423534,4513034
20098,423468.30901,4478251.65752
20099,430424.04643,4469659.94009
20100,432626.96332,4428694.384
20101,428023,4486091
20102,421974,4508111
20103,432252.61923,4428147.90977
20104,428094,4512501
20105,428649,4512370
20106,422223,4508478
20107,419002,4505156
20108,413764.99282,4576909.79251
20109,421969,4495791
20110,422719,4496674
20111,423361,4497865
20112,422022,4495984
20113,422158,4496552
20114,413245.15944,4490020.62431
20115,423271,4497623
20116,421039,4507126
20117,413244.20666,4578433.95062
20118,420350,4507072
20119,423309,4512798
20120,412831.88528,4579468.54379
20121,431410.21698,4425982.06374
20122,412968.31515,4582553.37471
20123,412316.48356,4584637.71992
20124,412126.99763,4587010.08374
20125,428961,4512319
20126,423760,4490625
20127,424322,4511422
20128,412073.80087,4590112.29362
20129,430488.51571,4424723.32691
20130,422628.13083,4521383.36187
20131,423899.02059,4525990.53911
20132,424362.25167,4537345.21209
20133,423905.09491,4537796.94809
20134,419869,4506472
20135,419109,4505156
20136,418900.95021,4545515.67437
20137,414829.26833,4549753.94168
20138,413061.94609,4555795.8763
20139,417115.23498,4568058.61246
20140,412338.64276,4558552.76772
20141,417127.21665,4562606.95121
20142,417871,4564006
20143,422639.69968,4478264.34151
20144,413030.47798,4593315.52038
20145,422593.66528,4478791.83279
20146,414067.33354,4595900.76351
20147,424957.60196,4535336.52659
20148,414135.54847,4597310.53881
20149,423669.46033,4478131.74039
20150,423195,4496749
20151,415010.16595,4562587.02667
20152,412820.75665,4560266.17138
20153,413100.10012,4552901.61073
20154,423793,4498280
20155,423039,4508453
20156,423466,4508340
20157,415370.04784,4470796.69271
20158,424275.52366,4509590.24474
20159,421896,4507386
20160,408522.6803,4471222.36085
20161,423610.88445,4513767.16468
20162,408937.71018,4471547.76386
20163,422797,4479814
20164,421927,4507610
20165,424856.62876,4528390.21152
20166,422393.97706,4517259.02585
20167,424135.90625,4476833.69872
20168,425595.50508,4474662.4813
20169,425364.03729,4475524.97439
20170,421944.98208,4482236.47789
20171,429724.58862,4471326.32666
20172,427694.1875,4470442.31591
20173,438818.59375,4458310.98904
20174,436668.0625,4468408.10919
20175,441942.46875,4454048.79232
20176,442518.03125,4453307.10138
20177,426827.22177,4473939.3081
20178,427863.9375,4472447.17716
20179,423374.53304,4486906.36602
20180,432516.36366,4470115.7505
20181,433374.15625,4469758.89876
20182,434776.87292,4469147.75806
20183,422874.6108,4478125.75218
20184,424925.18748,4475435.53677
20185,444304.84375,4452905.04537
20186,423831.90625,4477478.61336
20187,424447.60302,4476052.59758
20188,425757.5,4475325.61669
20189,445692.20743,4445639.02272
20190,444614.375,4452696.9171
20191,445386.3125,4450951.00963
20192,424727.25,4476248.0969
20193,426399.46875,4474837.81281
20194,427293.25,4472961.61072
20195,425223.1875,4475792.84038
20196,431965.6875,4470139.92145
20197,432942.125,4470104.24255
20198,433727.52108,4469459.23714
20199,436450.28125,4468609.2762
20200,426180.14477,4475061.12465
20201,430272.115,4423458.05033
20202,413070.92492,4554803.71573
20203,424893.77039,4530491.13602
20204,421113,4480247
20205,423431.62977,4492024.21846
20206,424737.90835,4475703.21256
20207,415433.00808,4573378.4753
20208,423848,4513037
20209,423276.39302,4512777.32307
20210,423856,4512793
20211,423835,4512554
20212,424185,4512557
20213,424780.69019,4476128.99372
20214,424696,4512549
20215,423836,4512262
20216,423829,4511830
20217,427450,4508097
20218,424180,4511826
20219,423356,4512558
20220,423847.46602,4499285.76754
20221,423893.86923,4500286.19072
20222,420171.16395,4542927.54218
20223,415598.18553,4548443.25594
20224,412435.89503,4559468.10451
20225,417755.05632,4563273.13224
20226,417005.00359,4569990.05816
20227,423082.55115,4513313.44601
20228,423885.07228,4478057.19535
20229,424470.19728,4477741.04265
20230,425187.89353,4476347.1539
20231,424903.22758,4476205.39717
20232,426286.32809,4476800.55213
20233,425942.51058,4476109.50369
20234,424531.12947,4476163.62664
20235,424790.87634,4475883.50746
20236,409329.71864,4471744.28307
20237,410123.514,4471740.90521
20238,410890.03735,4471714.94608
20239,411725.61848,4471338.67074
20240,412602.30175,4471162.09304
20241,413803.22561,4468469.8052
20242,416953.25036,4471654.65344
20243,417076.09806,4471456.28838
20244,417010.34379,4471341.21841
20245,409321.04757,4470950.35494
20246,415054,4492802
20247,413317.16962,4491658.93288
20248,423960.03464,4476647.79487
20249,414195,4488576
20250,421294.44336,4471176.53545
20251,443251.71888,4437465.10423
20252,424448.69143,4476002.18804
20253,445705.96533,4440951.82582
20254,445776.00841,4440715.43041
20255,425889.70966,4486568.08279
20256,421164.77178,4471067.07243
20257,425955.80483,4474242.45356
20258,421100.77802,4470881.82732
20259,420885.22007,4470900.35183
20260,421146.24727,4470649.42891
20261,445823.75121,4444006.37567
20262,446119.21966,4443661.26502
20263,449682.36752,4437990.17543
20264,445847.51073,4440795.68811
20265,446114.70399,4441186.7365
20266,444630.85638,4442057.28439
20267,415990,4484982
20268,416355,4486167
20269,418029,4486152
20270,440394.5697,4458382.03102
20271,419615,4486133
20272,420928,4486122
20273,421761,4486131
20274,436171.32297,4462469.63058
20275,430656.56661,4428547.35697
20276,447165.83635,4443465.50181
20277,447235.92408,4443277.01174
20278,445862.82421,4442867.52826
20279,430538.32057,4428388.09151
20280,422489,4486563
20281,423122.82031,4486580.08431
20282,426391.16699,4474022.97157
20283,426074.05378,4474004.93304
20284,416176,4493814
20285,426525,4508155
20286,425075,4508201
20287,415422,4495698
20288,415155,4499918
20289,415100,4500525
20290,413352,4502429
20291,413374,4505628
20292,413404,4508531
20293,426443,4487531
20294,424991,4492658
20295,423992.19776,4476652.11349
20296,423869.32203,4476771.61208
20297,423844.7737,4476820.70875
20298,410116.90763,4471043.61093
20299,413458,4514040
20300,430244.33167,4469697.48976
20301,415180,4513929
20302,423163,4485471
20303,423229,4484939
20304,423462,4484717
20305,423462,4483277
20306,423577.13722,4482937.24847
20307,423776.88877,4482648.71846
20308,424487,4482184
20309,438329.26543,4435398.64388
20310,419120,4506310
20311,419836,4506302
20312,420595,4507117
20313,421773,4507275
20314,413279,4489863
20315,441351.75461,4435354.61885
20316,442598.7599,4435614.69274
20317,410919.11643,4471015.07424
20318,411720.64007,4470875.67882
20319,412542.91918,4470870.45865
20320,429189.91359,4469498.83785
20321,427337.83338,4469552.17524
20322,426902.02605,4469594.51081
20323,426548.39953,4469701.5949
20324,425600.68251,4469823.78585
20325,424694.85121,4469802.03008
20326,423506.19486,4469794.11889
20327,422680.5816,4469554.45197
20328,422254.53345,4469572.0989
20329,421849.09922,4469630.71911
20330,421030.05448,4470824.60699
20331,420758.38422,4471012.42073
20332,420323.2596,4471101.32471
20333,419368.06978,4470924.17592
20334,417258.17351,4470490.4738
20335,414714.90678,4470900.35794
20336,422238.11528,4468389.67841
20337,442109.6449,4457487.74306
20338,422561.9375,4477023.34288
20339,423964.92782,4475360.89119
20340,431771.15625,4469256.61278
20341,432054.0625,4469041.45276
20342,443202.37625,4455820.148
20343,425235.21875,4473839.35846
20344,436331.2561,4462640.92306
20345,443193.84992,4453029.64456
20346,414255.58974,4470773.12927
20347,408387.35371,4467048.223
20349,406445.16082,4465606.49569
20350,417055.32661,4565626.33283
20351,437213.22025,4464422.38151
20352,437015.60679,4464367.86745
20353,436507.94464,4464361.0532
20354,435938.95417,4463999.89757
20355,435884.44011,4463597.8564
20356,436391.79665,4462568.4448
20357,437224.29341,4461135.35424
20358,437737.91804,4460224.79914
20359,439425.18852,4459016.29783
20360,439701.31356,4459046.6848
20361,439755.48163,4458963.45093
20362,434066.73482,4431364.79116
20370,447175.02217,4448636.63224
20371,414762.97567,4467195.83183
20372,411901.78896,4464458.31246
20375,411921.4153,4464452.35692
20376,410787.1571,4462185.98845
20377,435823.91434,4463118.97251
20378,435135.8623,4463237.79817
20379,406503.26883,4466111.34269
20380,406722.31877,4466474.76645
20381,406757.16763,4466957.67199
20382,406767.12444,4467739.282
20383,406792.01648,4468560.71926
20384,407025.14235,4468978.83858
20385,407240.23483,4469339.88668
20386,407447.64544,4469685.57103
20387,407698.08667,4470163.76653
20388,407703.06508,4470970.26857
20389,407598.51852,4468545.78404
20390,410883.97433,4468451.82258
20391,435957.24753,4462458.60098
20392,410963.45415,4468467.31093
20393,411029.95506,4468461.41004
20394,414105.89588,4468464.25267
20395,411159.33032,4468390.43333
20396,411207.84605,4468381.44894
20397,411263.54929,4468394.02709
20398,411339.91663,4468425.47247
20399,411408.19802,4468437.15218
20400,411808.9716,4468430.35506
20401,407632.11015,4469339.28767
20402,409256.32827,4469322.41563
20403,407394.12942,4462898.74478
20404,407424.81865,4464386.07577
20405,407448.09905,4466106.42774
20406,407563.66967,4466937.75836
20407,407583.5833,4467744.2604
20408,428432.81282,4472189.04306
20409,408385.35259,4466939.76512
20410,409220.36402,4467707.68527
20411,408432.11528,4465201.21119
20412,435805.78552,4462424.24878
20413,436844.65643,4462583.72026
20414,408522.40872,4466496.34823
20415,409169.76635,4465287.99367
20416,409219.35634,4465129.92558
20417,409189.99837,4466094.61538
20418,408760.24142,4466927.67194
20419,408832.80055,4466907.51662
20420,428438.13667,4472193.60636
20422,410462.19804,4462196.73356
20423,414423.07206,4468500.54484
20424,408455.29066,4457498.27662
20425,408800.55205,4457724.75579
20426,410464.6433,4462875.95994
20427,412630.5029,4463101.78017
20430,414091.1359,4458718.86227
20431,413697.11709,4459459.09735
20432,413770.01921,4459313.29313
20433,414740.25035,4455637.40107
20434,406349.97124,4462897.75781
