n,x,y
10790,421143,4556385
10791,418642,4558264
10792,418522,4558513
10793,420650,4559769
10794,420608,4559809
10795,420537,4559852
10796,417736,4560010
10797,417738,4559943
10798,417606,4562306
10799,420417,4558384
10800,420180.0151,4548509.2174
10801,420181,4547922
10802,423546,4540259
10803,424031.96576,4516052.87905
10804,427087.52929,4514903.11567
10805,416544,4568022
10806,414907,4571251
10807,410317,4573727
10808,410493,4573899
10809,409739,4574121
10810,409521,4573149
10811,408522,4569874
10812,415593,4563513
10813,421141,4571973
10814,415832,4552143
10815,417263,4507180
10816,413432,4507441
10817,413196,4507186
10818,410204.99734,4507700.60127
10819,425676,4535819
10820,414424,4552969
10821,415463,4551589
10822,425216.2356,4531265.70648
10823,411815,4506696
10824,415249,4551603
10825,415088,4551775
10826,414541,4552577
10827,421119,4550128
10828,422675.18608,4549063.50601
10829,421999,4549067
10830,419082,4574130
10831,423275,4521171
10832,422383.70972,4511625.82194
10833,423678,4537831
10834,428464.55138,4489990.06879
10835,418217,4547627
10836,424322,4484339
10837,424399,4484385
10838,424462,4484502
10839,424252,4486219
10840,424252,4486443
10841,424148,4486493
10842,424135,4486882
10843,423920.24585,4488313.73799
10844,423865.76571,4489602.67607
10845,423788,4489651
10846,423633,4489664
10847,423572,4489989
10848,423542,4489693
10849,423779,4492997
10850,423484,4493151
10851,423331,4494419
10852,423069,4494572
10853,423469,4493902
10854,423483,4493270
10855,423276,4491876
10856,423287,4491762
10857,422147,4490587
10858,422412,4489601
10859,431677,4490635
10860,431705,4490969
10861,427003,4486681
10862,426931,4486895
10863,427742.64609,4487173.27285
10864,424393,4501091
10865,416134.8106,4490550.94759
10866,423837,4491143
10867,417176,4489619
10868,424670.77648,4502917.6507
10869,424596.30929,4502974.60938
10870,424491.69964,4501619.59809
10871,424541,4501748
10872,422769,4497096
10873,426664.87479,4491398.67285
10874,410195,4506681
10875,411806,4506037
10876,422494,4539247
10877,425708,4531263
10878,426530,4529898
10879,426245,4529473
10880,426297,4530406
10881,425203,4529488
10882,425975,4529086
10883,425685,4528759
10884,426217,4528754
10885,426166,4526286
10886,425478.43424,4527330.97951
10887,423583,4528782
10888,425328.37137,4527371.09533
10889,408461,4571345
10890,408137,4571002
10891,417287.46037,4568021.54151
10892,419111,4567136
10893,420843,4567961
10894,408425,4564895
10895,418811,4564861
10896,418588,4564636
10897,417977.59147,4564792.39008
10898,418217,4560552
10899,407618.32107,4561295.69091
10900,406689,4560528
10901,406620,4554307
10902,406950,4552458
10903,406556,4550061
10904,409029,4553607
10905,412257,4553547
10906,417032,4549129
10907,407429.52228,4556794.18985
10908,406651,4558378
10909,407413.36609,4556225.70235
10910,419770,4548077
10911,419531,4545604
10912,417588.98881,4543659.76758
10913,417105.33827,4544243.634
10914,418063.92493,4544975.64563
10915,415026,4547534
10916,411503,4545967
10917,418765,4544062
10918,418944,4545591
10919,425004,4538039
10920,425266,4538063
10921,425347,4537987
10922,424387.2138,4538038.27259
10923,424549.61019,4538049.62287
10924,424441,4538992
10925,424666,4538538
10926,424045,4539234
10927,424558.75361,4531270.30425
10928,424481,4530541
10929,425017,4530805
10930,425046,4530731
10931,425189,4528764
10932,425922.67977,4527341.37991
10933,426959.68131,4522555.92927
10934,420687,4507428
10935,417458.35124,4506736.10984
10936,419283.74064,4506330.66702
10937,416976,4506353
10938,416218.67047,4506360.38278
10939,408575.58573,4506750.11117
10940,408583,4507434
10941,407766.3113,4506788.13077
10942,408140,4506429
10943,408195,4507126
10944,408162.80146,4505628.5328400005
10945,413893,4505574
10946,415397.5987,4506367.11287
10947,415503,4505560
10948,416933,4505542
10949,417279,4505541
10950,419968,4505814
10951,419857,4505980
10952,419241,4507249
10953,422545,4507314
10954,408547,4504811
10955,411788,4504583
10956,411784,4504153
10957,413267,4505579
10958,414660,4505565
10959,414620,4503949
10960,414627.67566,4506372.49695
10961,415032.00966,4505222.65556
10962,415827.27185,4504377.44739
10963,416637,4505112
10964,417052,4504776
10965,416881.57572,4503932.6173
10966,417210,4503930
10967,418254.623,4505327.22384
10968,419059.08918,4505310.10754
10969,418248.20439,4504860.80462
10970,419864,4505092
10971,420670.86212,4505135.94294
10972,421780,4505493
10973,422261.86755,4505802.25975
10974,423266.62167,4504782.05345
10975,423495,4505210
10976,419301,4503908
10977,419859.27628,4504358.01326
10978,420251,4503903
10979,420662,4504290
10980,420931,4503510
10981,421373,4503147
10982,420991,4503413
10983,421133,4503292
10984,421136,4504059
10985,421112,4502337
10986,421860,4503120
10987,421975,4502969
10988,421938,4503045
10989,423455,4502587
10990,423447,4502759
10991,423016,4505229
10992,423482.1569,4503797.63018
10993,423484.78031,4503355.18103
10994,411784,4503745
10995,415012,4503445
10996,415584,4502477
10997,415771.99945,4503113.20455
10998,415625.21046,4503760.16344
10999,413400,4503573
11000,416228.22326,4503935.72126
11001,415382.37435,4503945.00883
11002,417433.34275,4503527.97406
11003,418237.5067,4503521.45402
11004,419036,4503453
11005,419837,4502721
11006,418229,4502733
11007,421301,4500859
11008,424005,4502131
11009,420874,4501887
11010,424906,4501293
11011,424664,4500956
11012,419225,4500685
11013,419252,4502304
11014,418235,4501928
11015,417827,4502307
11016,417243,4502322
11017,417020,4501472
11018,417416,4501890
11019,417407,4501097
11020,416576,4501486
11021,415176,4502304
11022,415358,4500697
11023,413387,4501642
11024,414979,4500524
11025,414940,4500613
11026,414819,4500701
11027,414830,4498829
11028,414870,4498901
11029,414934,4498965
11030,414974,4499038
11031,417178,4497448
11032,417083,4497396
11033,416991,4497322
11034,416558,4496045
11035,416606,4496128
11036,416779,4496309
11037,416914,4496712
11038,416925,4496803
11039,416940,4497234
11040,416900,4497128
11041,416138,4498232
11042,416213,4498131
11043,416305,4498090
11044,416413,4498071
11045,424535,4486557
11046,416538,4498026
11047,416605,4497954
11048,416636,4497860
11049,416619,4497707
11050,416587,4497332
11051,422052,4518212
11052,416695,4497117
11053,416805,4497041
11054,416631,4497190
11055,416597,4499774
11056,413844,4499134
11057,413742.88503,4500743.44458
11058,416557,4500307
11059,415768,4499123
11060,421023,4500671
11061,421714,4500640
11062,423044,4500413
11063,423350,4499513
11064,423907,4499507
11065,424055,4500063
11066,425138,4499472
11067,424652,4498433
11068,427718,4498405
11069,411162.43975,4498344.84794
11070,411724,4500106
11071,413357.31229,4498716.44975
11072,412987.44673,4497521.08527
11073,412118,4498324
11074,412909,4498322
11075,414821.12473,4497902.30288
11076,414409,4496494
11077,414409,4496318
11078,414348,4496097
11079,413328.43385,4492495.37055
11080,413311,4492306
11081,413572.13239,4492962.45943
11082,413905.76731,4492768.08083
11083,414027,4492295
11084,417624,4494503
11085,420979,4494097
11086,421146,4494100
11087,416134,4495808
11088,413284,4488509
11089,418163.44259,4489307.96795
11090,418160.25969,4488735.0473
11091,418158,4488503
11092,414297.62602,4490513.9521
11093,414506.91363,4490642.14076
11094,413609.51504,4486476.61807
11095,413724.02872,4486370.28394
11096,413278.24333,4486268.03958
11097,408535,4491250
11098,423995,4481666
11099,417248,4499091
11100,417831,4497472
11101,418556,4497469
11102,419802,4498259
11103,420616,4499253
11104,421180,4499624
11105,421731,4498125
11106,423028,4498528
11107,423248,4498298
11108,423804,4498362
11109,423917,4498227
11110,424002.73751,4490484.59874
11111,424743,4497893
11112,410945,4495938
11113,411757,4501543
11114,410992.76125,4497906.26436
11115,413865,4495905
11116,414642,4495894
11117,414633.71048,4497510.43674
11118,415130,4495886
11119,416899,4495874
11120,417782,4495858
11121,418563,4495866
11122,419352,4495858
11123,420164,4495839
11124,421172,4495829
11125,421227.98615,4497442.13787
11126,422304,4497393
11127,421864,4497396
11128,423230,4497065
11129,423220,4495961
11130,422510.21618,4496887.48044
11131,411723,4495504
11132,413170,4495901
11133,413345.36527,4494682.8836
11134,414388,4494800
11135,414943,4495546
11136,416739,4495862
11137,416681,4493855
11138,417415,4494125
11139,418133,4493855
11140,417888,4493446
11141,417821,4494269
11142,417266,4494070
11143,418158,4494973
11144,418971,4495200
11145,419780,4495239
11146,420573,4495432
11147,421389,4495623
11148,420570,4494671
11149,421266,4494204
11150,422987,4495552
11151,423301,4495411
11152,410953,4495136
11153,411496,4493045
11154,418540,4493441
11155,418945,4493766
11156,419769.18874,4494508.95067
11157,419754,4493771
11158,419353,4493426
11159,420150,4493424
11160,420563.37911,4493761.82344
11161,421372.2767,4493773.58922
11162,412133.1505,4493258.37909
11163,412089,4492214
11164,412437.77369,4493609.42105
11165,413641.76055,4493513.68233
11166,413328.43385,4493856.02076
11167,414930,4493142
11168,414575.93831,4493504.97881
11169,416518,4492983
11170,418003,4493446
11171,419753.84679,4493022.65639
11172,420560.71043,4493017.24504
11173,421361,4493034
11174,414926.01088,4492349.75986
11175,416902,4491860
11176,418127,4492204
11177,417721,4491846
11178,418944,4492224
11179,419746,4492213
11180,420061,4491814
11181,421194.22326,4491782.96556
11182,421270,4491726
11183,421841,4491709
11184,422656,4491684
11185,424968,4530454
11186,408559.33323,4499237.60781
11187,407979.46319,4499245.04204
11188,407262,4499113
11189,405965,4498923
11190,404668,4499011
11191,403083,4499507
11192,409047,4487731
11193,409061.76213,4487982.25439
11194,418467,4480045
11195,424993,4530466
11196,420314,4508573
11197,418498,4480081
11198,414497.68121,4484116.37274
11199,414412.16036,4484290.03242
11200,420083,4508613
11201,412633,4490465
11202,419617,4508712
11203,419184,4508765
11204,412685,4490483
11205,412436,4492106
11206,418637,4508816
11207,418289,4508874
11208,417864,4508857
11209,412496,4492106
11210,412990,4511339
11211,420801,4508569
11212,417010,4508794
11213,420667,4508561
11214,416387,4508797
11215,414681,4508820
11216,414217,4508821
11217,413835,4508829
11218,413842,4508817
11219,414217,4508813
11220,414686,4508806
11221,419768,4508672
11222,416722,4508796
11223,415380,4508804
11224,416682,4508785
11225,423864,4491140
11226,416396,4508788
11227,423720,4504150
11228,417013,4508783
11229,423371,4495730
11230,423409,4495719
11231,417875,4508848
11232,418292,4508866
11233,418673,4508803
11234,412942,4511307
11235,413105,4506475
11236,423750,4504142
11237,419189,4508753
11238,423688,4504627
11239,419590,4508708
11240,420128,4508597
11241,420323,4508564
11242,423718,4504616
11243,424453,4526330
11244,424472,4526253
11245,421087,4508556
11246,413041,4506475
11247,421707,4508556
11248,422120,4508560
11249,415383,4508811
11250,419775,4508680
11251,421694,4508578
11252,421708,4508548
11253,433555,4507283
11254,396424.9684,4508726.3022
11255,423172,4493397
11256,396179.5658,4508558.9625
11257,423110,4491393
11258,423440.90829,4491236.88381
11259,421524.2041,4490558.76184
11260,396768.19311,4508614.494
11261,420886.91286,4490595.28643
11262,419362,4490604
11263,418491.28051,4490609.77098
11264,396526.9888,4508718.2214
11265,417284,4491292
11266,416500,4491421
11267,415853.78476,4490380.6289
11268,410902,4598882
11269,410984,4598885
11270,411091,4598837
11271,411156,4598816
11272,424127.0074,4490271.95914
11273,424323.07768,4490258.15138
11274,416032.61939,4490448.75638
11275,421330.48054,4488824.4394
11276,423999.97596,4491730.05923
11277,422306.52743,4488833.9618
11278,421783,4488572
11279,421830.40699,4488986.32034
11280,423919.89091,4491749.3901
11281,421335,4489858
11282,420106.04217,4490596.5459
11283,419303,4488590
11284,424856.05745,4491434.57304
11285,418534,4488603
11286,416498.15715,4490244.37395
11287,415802.57985,4488811.38397
11288,425082.50481,4491763.19787
11289,415650,4491057
11290,415365,4490864
11291,416506,4490833
11292,427410.49415,4490893.30861
11293,415129.93032,4491061.90367
11294,415361,4490354
11295,414908.73186,4490489.36555
11296,426261.68802,4491738.34389
11297,414383.36895,4489467.21594
11298,413565,4491895
11299,414308.86643,4487826.24356
11300,427993.18187,4490909.87793
11301,415000.03828,4487838.51288
11302,415901,4487824
11303,416481,4488182
11304,427092.91553,4492605.47159
11305,426902.36836,4492956.18885
11306,426838.85264,4493331.76008
11307,423910.70034,4489474.96712
11308,424177.91429,4495393.76556
11309,416887.10269,4488623.64606
11310,417049.59099,4487815.3012
11311,417280,4488174
11312,418890,4488213
11313,418480,4487788
11314,420508,4488133
11315,421317,4488164
11316,417240.03437,4484418.70141
11317,422369,4486584
11318,421699,4486152
11319,423309,4488561
11320,414814.84074,4489804.38399
11321,423717,4486618
11322,420064.59053,4486161.90065
11323,419297.22135,4487781.11411
11324,411627.53869,4492746.35452
11325,417600,4486179
11326,416952,4486188
11327,416478,4486445
11328,415628.89579,4486208.80938
11329,416246,4486194
11330,417257.43716,4485430.34496
11331,416981,4484581
11332,412484.19246,4493890.83484
11333,412463.88424,4494186.75451
11334,411773.40503,4493116.22161
11335,411712.48039,4493252.57675
11336,412521.40893,4498617.53775
11337,412777.41645,4498896.81869
11338,414440.5214,4490328.89905
11339,423203.23918,4483581.07507
11340,423348.20438,4483640.4332
11341,417606,4484578
11342,418865,4484888
11343,425251.87545,4482791.30025
11344,425099.73743,4482783.3982
11345,424724.16056,4482910.71239
11346,424558.09512,4482815.66101
11347,424429.47271,4482831.29467
11348,421644.72003,4488957.75312
11349,419253,4486157
11350,420473,4484949
11351,416861.63955,4488916.47217
11352,416906.20005,4488996.04449
11353,417113.08806,4489241.12721
11354,417202.20905,4489304.78506
11355,421266,4484226
11356,417380.45103,4489600.79406
11357,417622.35086,4490065.49637
11358,417708.28896,4490383.78562
11359,420466,4484235
11360,422542.74621,4496412.5419
11361,422845.27556,4497534.82818
11362,419667,4478941
11363,420453,4483354
11364,422669.61336,4494844.59411
11365,409273.9845,4501032.89791
11366,417627,4482549
11367,416434.00002,4482950.72911
11368,418815,4481939
11369,419226,4482535
11370,414830.55648,4502345.50719
11371,420093,4481834
11372,423041.31788,4503083.95273
11373,410797,4496541
11374,410641,4495550
11375,410411.87593,4493986.93266
11376,422699.3884,4503180.05055
11377,410261,4493040
11378,410037,4491513
11379,410015,4490746
11380,422545.1849,4503329.78438
11381,410065.86409,4490305.41479
11382,410080.11494,4489687.87801
11383,409449.41521,4488085.63921
11384,422987.68188,4503740.9937
11385,407398,4485499
11386,407946,4485358
11387,408332,4485203
11388,422525.0714,4503441.52604
11389,409826,4489024
11390,409409.06885,4487978.04891
11391,409996.70064,4487894.59777
11392,422694.91873,4503524.21487
11393,409603,4488459
11394,408312,4487277
11395,409851.79912,4485642.70594
11396,422574.23774,4503499.63171
11397,409994,4487115
11398,407612,4491163
11399,410382.30574,4487894.59777
11400,423353.014,4504805.07678
11401,414073.70442,4487662.65259
11402,412102,4485342
11403,423023.84627,4508638.89496
11404,420600.05408,4564902.58075
11405,420679.79993,4565136.83416
11406,411602.21132,4486261.09065
11407,409734.70458,4482650.29001
11408,420889.13276,4565044.62803
11409,413209.51051,4485021.61252
11410,413193,4483967
11411,413281.06789,4482837.51064
11412,421552.02006,4565221.56412
11413,414111.88692,4482538.05445
11414,414407.35964,4482564.9449
11415,414302.62501,4481862.40939
11416,421634.25796,4565405.97637
11417,421721.47998,4565463.2937
11418,422095.28861,4565400.99226
11419,413480.00955,4482701.22777
11420,422030.49511,4565657.67418
11421,396925.43555,4508620.1098
11422,401964.81287,4508890.48357
11423,402289.29358,4508524.87151
11424,403079.92967,4508241.52216
11425,403550.6552,4508227.81171
11426,403952.82847,4508035.86538
11427,415020.76495,4598057.98068
11428,412827.75782,4596994.33116
11429,416445.80891,4597454.28771
11430,416400.69388,4567611.5242
11431,416434.20693,4567371.34732
11432,416540.3316,4567187.02553
11433,416657.62728,4566991.53272
11434,414407.35964,4482217.18862
11435,415772,4484599
11436,416674.38381,4566371.54124
11437,414417.77882,4595084.03753
11438,421896,4518827
11439,424009,4507567
11440,414436.81541,4595117.61132
11441,424148,4505823
11442,424325.65494,4504393.15477
11443,423962,4503386
11444,414488.74019,4593784.66353
11445,414199.93422,4593393.12791
11446,418525.60584,4573528.44915
11447,425606,4499915
11448,418815.00989,4573322.4327
11449,425555,4500149
11450,426380,4499928
11451,419722.46329,4571787.11966
11452,425365.4459,4481895.02191
11453,413278.28368,4592088.76428
11454,413494.43352,4592557.76865
11455,416664.46031,4596276.52082
11456,414204.10724,4576353.3298
11457,406681.38932,4574443.53068
11458,426693,4499577
11459,405266.27188,4572574.61907
11460,405154.68806,4567704.78247
11461,404734.43729,4566430.92883
11462,408186.4546,4486191.58658
11463,406714.30252,4485161.41894
11464,407077.58651,4486696.69558
11465,407195.32119,4486301.93813
11466,407763.40574,4488954.20499
11467,408045.20788,4489118.58957
11468,407718.5081,4493081.42359
11469,408002.70741,4492776.17266
11470,421434,4500229
11471,407700.84442,4494517.24206
11472,407879.03826,4494819.35643
11473,408089.98203,4494869.41089
11474,416243,4505547
11475,408024.06857,4495394.11022
11476,407741.56778,4496605.88992
11477,407652.35701,4496301.08644
11478,427633.69389,4497282.13862
11479,407763.87048,4496070.62527
11480,407994.33165,4495929.37487
11481,427569.43808,4502951.99112
11482,430322.66857,4503378.85548
11483,427528.15999,4497602.64897
11484,407919.98934,4495750.95332
11485,430312.72601,4502673.52973
11486,427712.77748,4497853.1975
11487,426607.38636,4495775.0705
11488,426201,4494427
11489,423607,4492597
11490,424590,4490422
11491,424887,4484055
11492,408770.20891,4496943.60626
11493,427399,4486424
11494,424986,4483904
11495,425193.22674,4483007.97905
11496,412954.04073,4507980.54437
11497,425237,4482940
11498,425289,4482520
11499,425261,4482420
11500,422787.36154,4480174.80075
11501,424986,4482278
11502,424926,4482172
11503,424959,4482063
11504,422613.99342,4479704.63395
11505,424161,4481637
11506,424351,4481720
11507,423597,4490571
11508,416495.37851,4510571.83222
11509,424853,4531838
11510,424826,4531850
11511,416382.27175,4510577.78521
11512,416471.56656,4510167.02911
11513,424392,4536892
11514,422768,4528839
11515,422087,4528279
11516,416459.66058,4510411.10157
11517,422419,4528509
11518,422788,4528815
11519,422122,4528257
11520,416371.86311,4510407.18641
11521,422443,4528494
11522,416378.27495,4510173.16695
11523,420488,4522040
11524,409166.04945,4516943.64416
11525,420515,4522071
11526,420488,4521952
11527,420514,4521950
11528,408787.43731,4514929.33594
11529,420590,4520777
11530,420576,4520816
11531,410577.29644,4514555.25874
11532,412800.76334,4515272.53485
11533,411555,4497977
11534,412931,4495128
11535,396236.0792,4508598.0192
11536,396331.0288,4508677.8173
11537,396412.8472,4508738.4235
11538,412863,4495116
11539,412444,4497977
11543,412513,4497749
11547,416892,4502321
11549,418985,4518444
11550,421231,4515987
11551,422640,4515473
11553,420732,4514259
11554,419546,4509578
11555,415287,4510413
11557,407785,4507533
11558,406199.51971,4506877.23065
11559,419737.38949,4504705.87876
11560,421858,4504266
11561,422511,4502924
11562,421465,4503664
11563,409585.67131,4500822.50932
11566,417935,4510986
11567,415109.48215,4513257.96956
11569,417873,4508768
11570,413168,4503974
11571,413595,4503971
11573,419670,4506328
11574,419712,4503910
11575,417345,4506346
11577,415617.96162,4503381.4116
11578,417447,4505315
11579,419243,4505527
11581,409614,4491912
11582,407898,4501940
11583,419848,4503303
11585,420651,4503299
11586,425261,4514942
11587,426454,4514558
11589,428102,4513241
11590,428062,4513370
11591,428948.54003,4511429.69706
11593,428026.29047,4511559.81116
11594,428254,4512294
11595,427920,4512160
11597,427210.48691,4512365.71766
11598,427191.85696,4512509.1682
11599,425384,4512084
11611,425143,4511596
11614,425501,4511722
11618,425383,4511599
11621,425014,4511481
11622,425135,4511353
11623,425378,4511353
11625,425501,4511469
11626,425620,4511592
11627,425627,4511358
11629,425868,4512322
11630,425875,4512079
11631,425988,4511948
11633,425986,4511709
11634,425873,4511592
11635,427751,4511575
11637,427678,4512063
11638,426930,4508752
11639,430944.3408,4508644.96017
11653,423954,4514261
11654,423809,4511495
11655,424049,4511490
11656,424047,4511224
11657,423325,4511374
11658,424530,4511479
11659,424175,4511368
11660,424766.68144,4510634.54205
11661,412629.12855,4491314.03299
11663,412708,4490529
11664,412515,4491658
11667,412469,4491591
11668,412601,4490472
11669,425926.48202,4506591.59009
11670,427588,4504374
11671,427994.31086,4505791.43248
11672,414828,4486658
11673,414700,4486697
11674,414965.33913,4483222.895
11675,414844.78685,4483281.4144
11676,415224.13864,4482460.44866
11678,417996.80676,4480432.40563
11679,417181,4481023
11681,418711,4479846
11682,424164,4510461
11683,423873,4510461
11684,426388,4506091
11685,426566.11867,4507221.33544
11686,424919,4502013
11687,427767,4501016
11688,409496,4491137
11689,423815,4509566
11690,424496.8796,4507993.14873
11691,427392,4496314
11692,427244.80096,4492547.47897
11693,429269,4493564
11694,432691,4491613
11695,432518,4491551
11696,433123,4491647
11697,432112,4495206
11698,425404,4495376
11699,423669,4497049
11700,428943.4275,4489896.24816
11701,427714,4484437
11702,424988,4486595
11703,424518,4488154
11704,429636,4495954
11705,429491,4496302
11706,429529,4495632
11707,429639,4495835
11708,429543,4495413
11709,429564,4495726
11710,429616.8295,4496311.7648
11711,430035,4496132
11712,430520,4496097
11713,430741,4495880
11714,430984,4495723
11715,431643,4495340
11716,431778,4495273
11717,431940,4494980
11718,432233,4494406
11719,432303,4493757
11720,432318,4495152
11721,432478,4495155
11722,431440,4495067
11723,431331,4495149
11724,431225,4495135
11725,431138,4495082
11726,431031,4495074
11727,430877,4494952
11728,428554,4489606
11729,428538.82604,4488956.08728
11730,427211.66232,4490998.24763
11731,427326.86386,4497356.40322
11732,427547,4496895
11733,423355,4513675
11734,423269.74314,4513793.33444
11735,423832,4513666
11736,424069,4513664
11737,424316,4513661
11738,424557,4513659
11739,425042,4513653
11740,425330,4513790
11741,426442,4513653
11742,425765,4514419
11743,425001.79293,4495792.46345
11744,426397,4496443
11745,426270.40912,4496115.63397
11746,426449,4496444
11747,426655,4496519
11748,426734.70145,4496670.4329
11749,426739,4496774
11750,427030,4499320
11751,426419,4499852
11752,426576,4499708
11753,425661,4499983
11754,425689,4500077
11755,426335,4500695
11756,426327,4500761
11757,426255,4500868
11758,426490,4499773
11759,424451.38968,4495393.76556
11760,418026.38054,4482547.13723
11761,420453,4500675
11762,421287,4499358
11763,423372,4493073
11764,423543,4496738
11765,423462,4496575
11766,423402,4496221
11767,423403,4496190
11768,423408,4496173
11769,423421,4496167
11770,423630,4496164
11773,423891,4496821
11774,423878,4496796
11775,423879,4496707
11776,423934.1446,4496420.27849
11777,423887.24065,4496416.36983
11778,423884,4495952
11779,424061,4497029
11780,423896,4497087
11781,420517.88849,4488979.38789
11782,419712,4489259
11783,419991,4482529
11784,418356,4483776
11785,420564.01859,4482759.21521
11786,420797.12468,4482865.89087
11787,420710.20377,4482850.08707
11788,420843,4482916
11789,420980,4483172
11790,421250.94091,4483381.92485
11791,421257.44374,4483705.4405
11792,424440.27415,4482906.32205
11793,424444,4483632
11794,424000,4482209
11795,424355,4482653
11796,423670,4482030
11797,423550.53194,4482112.88361
11798,413998,4492613
11799,417083,4484075
11802,416304,4493620
11803,417243,4500703
11804,411719,4493940
11805,410801.4871,4493547.14429
11806,412117,4484643
11807,412806.03774,4484635.55584
11808,412403.19591,4484974.60117
11809,411595,4485009
11810,415167.36938,4486224.77413
11811,414022.26141,4484621.04243
11812,418551.43019,4494255.98633
11813,419507,4494832
11814,410154.68724,4500648.28225
11815,410152.74473,4500036.22862
11817,413795.33165,4502359.09876
11818,413804.3927,4503482.66882
11819,416048,4499702
11820,416144,4499425
11821,416052,4500281
11822,416564,4500933
11823,416262,4500937
11824,416046,4501082
11825,416052,4501206
11826,416231,4501531
11827,421415,4497742
11828,415481.10433,4493490.47295
11829,410436,4484945
11830,408578.30142,4507027.11114
11831,423921,4508668
11832,423722,4488566
11833,417417.70014,4484262.47806
11834,421092.42032,4488572.09557
11835,423104,4501033
11836,423671.45468,4501466.92475
11837,424944,4503813
11838,424755.13598,4502159.94194
11839,433700,4504545
11841,419808,4565649
11842,418269,4563020
11843,420774,4566249
11844,419056.15071,4575309.43312
11845,415108,4559584
11846,420156,4548659
11847,419485,4547606
11848,405932,4560484
11849,413077,4558089
11850,413116,4558049
11851,412728,4558487
11852,412973,4558827
11853,412935,4558088
11854,413283,4556905
11855,413353,4556600
11856,413300,4556750
11857,410480,4557277
11858,417113,4546047
11859,426572,4527359
11860,427988,4527369
11861,428805,4526963
11862,428774,4526486
11863,428749,4526069
11864,428822,4525908
11865,428806,4525856
11866,428836,4525637
11867,428834,4525504
11868,428810,4525379
11869,428763,4525272
11870,428753,4525018
11871,428684,4524772
11872,428703,4524644
11873,431002,4509737
11874,430465,4510478
11875,420026,4566939
11876,420572,4566942
11877,420370,4558547
11878,418529,4557653
11879,418402,4557669
11880,417929,4557512
11881,417703,4557508
11882,429557,4504864
11883,429584,4505240
11884,417503,4564715
11885,417328,4564863
11886,417215,4564911
11887,417359,4564947
11888,418777,4559229
11889,418897.39264,4559010.9181
11890,418587,4559348
11891,418716,4559415
11892,414830,4507094
11893,414892,4507316
11894,415073,4507273
11895,415905,4507133
11896,416394,4507197
11897,416595,4507269
11898,418066,4507230
11899,418332,4507228
11900,418428,4507264
11901,420141,4507435
11902,420247,4506891
11903,420491,4507762
11904,420286,4507672
11905,425078,4535522
11907,424107,4493149
11908,424150,4493175
11909,424173,4493220
11910,423482,4493635
11911,407105.27128,4493531.13059
13000,416659.78894,4596164.40808
13001,409221,4599519
13002,409624,4599288
13003,409632.41537,4603009.07411
13004,409642.11174,4604793.2059
13006,410831,4601182
13007,410012.39708,4599066.61711
13008,410841,4598815
13009,410892,4598800
13010,410940,4599991
13011,410943.8151,4578363.80032
13012,411004,4599289
13013,411027,4599284
13014,411039,4598895
13015,411056,4598716
13016,411064,4598892
13017,411078,4598718
13018,411182,4598719
13019,411233,4598706
13020,411270,4595910
13021,411384,4596403
13022,411414,4596391
13023,411504,4595942
13024,411547,4598628
13025,411541,4595932
13026,411635,4595457
13027,408675.94858,4599877.40865
13028,411680,4595412
13029,407516.14093,4595895.89241
13030,411741,4586666
13031,411742,4595776
13032,411750,4588796
13033,411778,4595899
13034,411798,4589125
13035,411813,4586566
13036,412194,4598440
13037,411910,4595898
13038,411917,4590689
13039,411938,4586088
13040,411984,4586111
13041,411994,4591718
13042,411999,4593206
13043,412036,4586111
13044,412031,4592628
13045,412059,4586117
13046,412053,4593900
13047,412073,4592782
13048,412084,4593242
13049,412104,4586164
13050,412113,4593249
13051,411998.85016,4585925.84159
13052,412124,4593672
13053,412137,4593067
13054,412155,4593450
13055,412158,4585676
13056,412178,4593216
13057,412148.42785,4598246.24052
13058,412177,4585643
13059,412071.05841,4585661.07799
13060,412125.2146,4584824.66574
13061,412377,4595895
13062,412448,4593231
13063,412509,4597683
13064,412695,4593253
13065,412756,4597293
13066,412822,4595987
13067,413367,4578720
13068,406817.84363,4594196.44982
13069,413075,4577452
13070,413078,4577574
13071,413151,4593275
13072,413250,4589842
13073,413087,4577020
13074,413378,4578324
13075,413377,4588362
13076,413394,4584821
13077,413398,4595985
13078,413403,4590382
13079,413313,4577269
13080,413505,4577516
13081,413518,4583523
13082,413544,4577770
13083,413723,4582000
13085,413851,4591121
13086,413616.78249,4593287.78414
13087,414156.40045,4593285.18383
13088,414452,4595938
13089,414390,4591982
13090,414521.69121,4593885.45488
13091,414531.38269,4594340.95424
13092,414548.50562,4594860.71258
13093,414566,4595382
13094,414583,4595930
13095,414594,4596212
13096,414619,4597319
13097,414841,4595926
13098,414682,4598068
13099,414697,4598759
13100,414948,4597307
13101,414954,4600721
13102,415156,4593267
13103,415187,4593939
13104,415193.96921,4594321.46452
13105,415228,4595437
13106,415241,4595917
13107,415245,4596188
13108,415271,4596995
13109,415276,4597296
13110,415280,4597536
13111,415287.70402,4597893.71049
13112,415306,4598722
13113,415458,4594308
13114,415466,4594474
13115,415487,4595314
13116,415487,4595429
13117,415508,4595912
13118,415513,4596181
13119,415531,4596681
13120,415538,4597288
13121,415668,4597284
13122,415805,4594294
13123,415991,4594452
13124,416016,4595067
13125,416014,4595419
13126,416037,4596163
13127,416041,4596485
13128,416056,4597278
13129,416043,4596676
13130,415993,4597888
13131,416255,4596677
